id_transaction,id_client,id_agent,type_transaction,montant,solde_avant,solde_apres,timestamp_transaction,pays,ville,canal,est_annulee,niveau_kyc,age_client,id_appareil,nombre_transactions_24h,est_fraude
2466,CL01256,AG0147,depot,5700,334140,339840,"2024-03-22 11:44:09",Benin,Parakou,agent,0,1,64,DV01536,1,0
466,CL00922,AG0109,retrait,1200,368240,367040,"2024-01-20 18:53:29",Benin,Djougou,agent,0,2,40,DV00290,6,0
2883,CL00187,,transfert,1100,412610,411510,"2024-01-05 11:36:50",Benin,Abomey-Calavi,application_mobile,1,1,37,DV00257,5,0
4962,CL00749,,paiement_facture,1000,326430,325430,"2024-02-20 10:59:10",Benin,Bohicon,application_mobile,0,1,37,DV00245,2,0
7043,CL00950,AG0172,paiement_facture,2800,184310,181510,"2024-03-22 07:06:28",Benin,Parakou,agent,0,3,22,DV00262,2,0
6241,CL00258,,transfert,6700,238160,231460,"2024-02-17 19:57:08",Benin,Cotonou,API_partenaire,0,3,26,DV01037,7,0
5448,CL01166,,transfert,1900,277560,275660,"2024-02-03 19:14:00",Benin,Natitingou,USSD,0,2,35,DV00852,4,0
1503,CL00830,AG0008,retrait,1000,24410,23410,"2024-02-05 10:42:45",Benin,Abomey-Calavi,agent,0,2,22,DV00370,3,0
3916,CL01344,AG0381,paiement_facture,900,33650,32750,"2024-02-15 21:12:01",Benin,Natitingou,agent,0,1,34,DV00151,1,0
3263,CL01037,AG0056,retrait,4300,369360,365060,"2024-03-11 11:13:12",Benin,Bohicon,agent,0,3,58,DV00529,1,0
264,CL01102,,transfert,900,402990,402090,"2024-01-31 02:08:07",Benin,Porto-Novo,USSD,0,2,54,DV01202,10,0
3807,CL00387,,transfert,4500,67250,62750,"2024-03-28 22:58:20",Benin,Cotonou,application_mobile,0,1,63,DV00886,4,0
4085,CL01395,,retrait,3000,278890,275890,"2024-01-06 02:34:51",Benin,Porto-Novo,API_partenaire,0,1,51,DV00997,3,0
7840,CL01364,,paiement_facture,1200,203530,202330,"2024-03-11 15:18:40",Benin,Cotonou,application_mobile,0,2,66,DV01866,1,0
1812,CL00041,AG0011,depot,4700,298210,302910,"2024-03-12 14:30:02",Benin,Porto-Novo,agent,0,3,20,DV00403,4,0
1145,CL01104,AG0377,retrait,4500,466390,461890,"2024-01-08 08:03:00",Benin,Bohicon,agent,0,2,53,DV01734,1,0
5828,CL01469,,transfert,11200,182380,171180,"2024-01-18 12:23:05",Benin,Cotonou,USSD,0,2,41,DV01295,4,0
2150,CL00457,AG0300,retrait,3000,210610,207610,"2024-03-21 10:16:54",Benin,Bohicon,agent,1,2,32,DV00346,4,0
3930,CL00427,AG0351,depot,2500,362040,364540,"2024-01-17 06:55:13",Benin,Abomey-Calavi,agent,0,3,42,DV00384,3,0
6320,CL00780,,retrait,900,103200,102300,"2024-01-08 12:02:52",Benin,Porto-Novo,agent,0,2,58,DV00300,6,0
3291,CL00261,AG0165,retrait,3000,151660,148660,"2024-01-31 02:18:59",Benin,Cotonou,agent,0,2,46,DV00798,5,0
683,CL00174,AG0223,depot,5200,79870,85070,"2024-01-06 23:13:53",Benin,Cotonou,agent,0,2,49,DV00119,3,0
1003,CL01246,AG0136,depot,2500,262790,265290,"2024-03-23 07:02:02",Benin,Abomey-Calavi,agent,1,2,44,DV00735,15,0
6756,CL00523,AG0395,retrait,1300,113720,112420,"2024-01-22 18:10:53",Benin,Cotonou,agent,0,3,29,DV00715,3,0
5130,CL00820,AG0176,retrait,2800,469570,466770,"2024-01-21 14:14:10",Benin,Djougou,agent,0,1,50,DV01193,1,0
2174,CL00990,,paiement_facture,800,121830,121030,"2024-03-09 02:45:17",Benin,Porto-Novo,application_mobile,0,3,68,DV01743,2,0
484,CL00932,AG0365,depot,1200,387940,389140,"2024-03-18 07:56:50",Benin,Natitingou,agent,0,2,20,DV00744,2,0
3814,CL00984,AG0316,depot,2700,428960,431660,"2024-01-09 02:29:15",Benin,Cotonou,agent,0,1,31,DV00339,2,0
4415,CL00903,,transfert,4300,330780,326480,"2024-02-13 05:51:30",Benin,Bohicon,USSD,0,1,46,DV00768,4,0
519,CL00262,,transfert,5700,227780,222080,"2024-03-28 11:39:30",Benin,Cotonou,USSD,1,2,20,DV00225,5,0
6989,CL00239,AG0367,depot,2400,223600,226000,"2024-01-31 05:50:51",Benin,Bohicon,agent,0,3,61,DV01321,1,0
1346,CL00893,AG0160,depot,4300,447700,452000,"2024-01-17 04:16:23",Benin,Porto-Novo,agent,0,2,69,DV01604,1,0
1010,CL00642,AG0298,retrait,1400,471120,469720,"2024-03-10 05:02:17",Benin,Porto-Novo,agent,0,1,29,DV00308,3,0
2771,CL00573,AG0318,depot,1100,458650,459750,"2024-02-24 08:06:06",Benin,Natitingou,agent,0,2,61,DV01825,1,0
1075,CL00529,AG0265,depot,1400,89750,91150,"2024-03-04 22:01:30",Benin,Abomey-Calavi,agent,0,1,56,DV00774,1,0
1340,CL00557,AG0269,depot,3700,285680,289380,"2024-02-03 05:35:26",Benin,Abomey-Calavi,agent,0,2,41,DV00421,1,0
2987,CL01469,,retrait,1200,414330,413130,"2024-02-21 12:34:52",Benin,Cotonou,USSD,0,2,41,DV01942,4,0
6748,CL00015,,transfert,2700,479180,476480,"2024-03-30 07:45:02",Benin,Cotonou,USSD,0,2,57,DV01728,2,0
4422,CL00553,AG0070,depot,500,33450,32806.92,"2024-03-16 22:26:38",Benin,Porto-Novo,agent,0,2,45,DV00600,1,0
3393,CL00815,,transfert,700,457710,457010,"2024-03-26 22:32:05",Benin,Cotonou,USSD,0,1,42,DV00920,6,0
1484,CL00444,AG0345,depot,1200,343120,344320,"2024-03-21 15:28:16",Benin,Porto-Novo,agent,0,2,51,DV00690,2,0
1935,CL00258,AG0158,depot,13900,201220,215120,"2024-01-06 05:00:28",Benin,Abomey-Calavi,agent,0,3,26,DV01941,2,0
1035,CL00844,,transfert,1200,228060,226860,"2024-01-27 00:18:28",Benin,Djougou,USSD,0,1,26,DV00536,3,0
2479,CL00647,AG0274,depot,2100,487140,489240,"2024-02-11 00:06:09",Benin,Porto-Novo,agent,0,1,48,DV01794,2,0
350,CL00455,AG0150,depot,3200,156030,159230,"2024-02-23 04:12:41",Benin,Natitingou,agent,0,2,59,DV01684,1,0
4394,CL00717,,transfert,800,374270,373470,"2024-02-25 14:10:52",Benin,Djougou,API_partenaire,0,2,20,DV00187,5,0
4353,CL00691,,paiement_facture,1400,455380,453980,"2024-02-13 19:15:50",Benin,Djougou,application_mobile,0,2,46,DV01240,1,0
7558,CL00778,AG0016,retrait,800,217080,216280,"2024-03-25 13:33:44",Benin,Cotonou,agent,0,2,45,DV01532,5,0
1062,CL00392,AG0006,retrait,2600,317270,314670,"2024-01-20 00:19:52",Benin,Bohicon,agent,0,1,38,DV01866,4,0
880,CL00228,AG0385,depot,5900,372060,377960,"2024-01-17 20:28:16",Benin,Cotonou,agent,0,1,66,DV00931,2,0
5603,CL00561,AG0207,depot,2000,257790,259790,"2024-03-22 12:11:19",Benin,Djougou,agent,0,2,50,DV00021,1,0
2543,CL00344,AG0327,depot,3000,176480,179480,"2024-01-30 07:35:54",Benin,Parakou,agent,1,1,20,DV01215,2,0
6424,CL00019,AG0245,depot,800,54260,55060,"2024-02-03 19:15:30",Benin,Djougou,agent,0,2,19,DV00857,3,0
1851,CL00983,AG0285,retrait,5500,215810,210310,"2024-02-12 05:08:44",Benin,Natitingou,agent,0,1,40,DV00627,5,0
5403,CL01093,AG0235,retrait,1900,52870,50970,"2024-03-04 09:28:03",Benin,Parakou,agent,0,2,50,DV01005,6,0
1836,CL00603,AG0246,retrait,2800,248180,245380,"2024-03-29 17:43:45",Benin,Cotonou,agent,0,1,53,DV01799,2,0
4953,CL01160,,retrait,2600,11770,9170,"2024-01-27 00:16:58",Benin,Abomey-Calavi,agent,0,1,43,DV01491,3,0
5200,CL00403,,paiement_facture,1100,457570,456470,"2024-02-22 16:54:57",Benin,Abomey-Calavi,application_mobile,0,1,63,DV01117,3,0
458,CL01220,,transfert,2200,301620,299420,"2024-03-19 11:34:17",Benin,Cotonou,USSD,0,3,55,DV01802,5,0
4648,CL01037,,transfert,1600,272960,271360,"2024-02-18 06:36:41",Benin,Natitingou,USSD,0,3,58,DV00641,5,0
6508,CL01214,,transfert,1200,236820,235620,"2024-03-10 09:23:23",Benin,Natitingou,USSD,0,2,39,DV01030,25,0
3183,CL00968,,transfert,1900,331610,329710,"2024-03-07 11:18:33",Benin,Natitingou,API_partenaire,0,1,65,DV01763,3,0
5338,CL01092,AG0340,retrait,1300,269470,268170,"2024-01-08 15:22:35",Benin,Djougou,agent,0,1,37,DV01422,3,0
6125,CL00152,,depot,2200,469710,471910,"2024-02-07 09:55:21",Benin,Natitingou,API_partenaire,0,1,32,DV01633,3,0
6522,CL01357,,transfert,2100,256940,254840,"2024-02-20 12:23:20",Benin,Natitingou,application_mobile,0,2,47,DV01920,1,0
6703,CL00548,,depot,1900,48620,50520,"2024-01-01 17:26:33",Benin,Parakou,API_partenaire,1,2,33,DV01559,1,0
2989,CL00093,,paiement_facture,800,491990,491190,"2024-01-12 09:51:10",Benin,Porto-Novo,USSD,0,2,64,DV00084,1,0
7021,CL00034,,transfert,1600,12600,11000,"2024-01-19 09:49:49",Benin,Abomey-Calavi,application_mobile,0,3,45,DV00349,4,0
1551,CL00083,AG0199,depot,1600,64290,65890,"2024-03-03 15:54:25",Benin,Bohicon,agent,0,1,65,DV00137,1,0
2165,CL00047,,transfert,1200,498120,496920,"2024-03-07 12:44:35",Benin,Cotonou,API_partenaire,0,2,56,DV00370,1,0
587,CL00907,,depot,800,229990,230790,"2024-02-11 03:36:02",Benin,Abomey-Calavi,agent,0,1,27,DV00426,2,0
2406,CL00592,,transfert,900,214630,213730,"2024-01-30 07:32:18",Benin,Abomey-Calavi,API_partenaire,0,2,68,DV01490,2,0
6801,CL00494,AG0214,retrait,3800,283930,280130,"2024-02-19 18:35:31",Benin,Parakou,agent,0,1,51,DV01247,5,0
3429,CL01107,AG0345,depot,2200,319880,322080,"2024-03-09 07:26:01",Benin,Parakou,agent,0,1,20,DV01355,4,0
2610,CL00265,AG0288,retrait,2200,51060,48860,"2024-01-16 00:33:51",Benin,Natitingou,agent,0,1,36,DV01986,5,0
3657,CL00235,AG0224,depot,3700,95960,99660,"2024-01-09 16:09:35",Benin,Parakou,agent,1,2,50,DV00730,3,0
3215,CL00924,,transfert,2200,345010,342810,"2024-03-17 13:01:04",Benin,Parakou,USSD,0,1,48,DV01437,2,0
3535,CL01015,AG0206,retrait,1700,263020,261320,"2024-01-01 04:42:45",Benin,Cotonou,agent,0,1,34,DV00527,6,0
3287,CL00582,AG0073,depot,5000,205480,210480,"2024-03-26 20:12:29",Benin,Parakou,agent,0,2,52,DV00574,3,0
2081,CL00966,,transfert,4900,24210,19310,"2024-03-07 19:17:55",Benin,Djougou,API_partenaire,0,3,47,DV01969,6,0
6956,CL00005,,paiement_facture,5300,406890,401590,"2024-02-29 10:28:38",Benin,Porto-Novo,USSD,0,2,60,DV01940,2,0
6488,CL00202,,depot,8900,108420,117320,"2024-02-22 07:17:06",Benin,Cotonou,API_partenaire,0,2,25,DV00124,1,0
648,CL01454,,transfert,1700,402480,400780,"2024-01-25 15:03:48",Benin,Abomey-Calavi,USSD,0,2,20,DV01983,5,0
6890,CL00060,,transfert,2000,112180,110180,"2024-02-06 11:19:58",Benin,Parakou,USSD,1,3,61,DV00224,2,0
7679,CL00597,AG0257,retrait,3100,196890,193790,"2024-03-05 21:18:49",Benin,Porto-Novo,agent,0,3,62,DV00320,4,0
1906,CL01005,AG0224,depot,5100,495460,500560,"2024-01-30 04:51:28",Benin,Abomey-Calavi,agent,0,2,54,DV01688,7,0
4079,CL01206,,paiement_facture,1800,344700,342900,"2024-02-06 14:51:43",Benin,Bohicon,application_mobile,0,2,53,DV01404,2,0
1555,CL01407,,paiement_facture,2000,241620,239620,"2024-02-09 19:37:44",Benin,Natitingou,API_partenaire,0,2,40,DV01380,3,0
5724,CL01423,,transfert,900,390580,389311.06,"2024-01-08 14:22:50",Benin,Bohicon,API_partenaire,0,3,63,DV00787,2,1
7701,CL00961,AG0275,depot,3100,65960,69060,"2024-01-09 08:54:07",Benin,Cotonou,agent,0,2,26,DV00194,2,0
5841,CL00736,AG0045,paiement_facture,2000,453460,451460,"2024-03-09 07:48:22",Benin,Natitingou,agent,0,2,61,DV01914,1,0
4946,CL00103,,depot,2100,364430,366530,"2024-01-27 23:50:16",Benin,Cotonou,USSD,1,3,42,DV00907,1,0
1408,CL01451,AG0350,depot,14500,49380,63880,"2024-02-19 11:39:03",Benin,Abomey-Calavi,agent,1,1,28,DV01628,1,0
66,CL00175,,paiement_facture,6800,339770,332970,"2024-03-15 05:16:56",Benin,Bohicon,USSD,0,2,24,DV00923,3,0
1045,CL00222,AG0395,retrait,3300,20910,17610,"2024-01-23 12:52:06",Benin,Abomey-Calavi,agent,0,2,19,DV01659,6,0
7925,CL01492,,depot,6900,379360,386260,"2024-02-19 12:50:52",Benin,Porto-Novo,API_partenaire,0,2,43,DV01278,1,0
5825,CL00257,AG0037,depot,1300,58510,59810,"2024-01-26 04:06:34",Benin,Porto-Novo,agent,0,1,50,DV01805,3,0
5037,CL00613,,transfert,2200,66710,64510,"2024-03-25 01:03:02",Benin,Djougou,application_mobile,0,1,35,DV01542,3,0
555,CL01418,,depot,3100,476130,479230,"2024-01-27 07:21:31",Benin,Abomey-Calavi,application_mobile,0,2,52,DV01222,3,0
7312,CL00176,,depot,1700,436720,438420,"2024-02-28 09:32:26",Benin,Porto-Novo,application_mobile,0,2,68,DV01441,2,0
4395,CL01215,,retrait,1000,469370,468370,"2024-02-05 17:37:12",Benin,Abomey-Calavi,API_partenaire,0,1,19,DV00197,3,0
5395,CL01453,,retrait,5100,278540,273440,"2024-03-11 02:15:45",Benin,Natitingou,USSD,0,2,19,DV01212,5,0
3536,CL00324,,retrait,2100,237780,235680,"2024-01-06 17:10:57",Benin,Cotonou,API_partenaire,0,2,52,DV01735,1,0
1700,CL01498,AG0057,depot,1200,187750,188950,"2024-01-07 09:52:55",Benin,Parakou,agent,0,1,28,DV01379,1,0
6727,CL00513,AG0229,retrait,2200,278000,275800,"2024-03-31 05:32:33",Benin,Porto-Novo,agent,0,1,46,DV00772,2,0
1056,CL00159,,retrait,1700,214660,212960,"2024-01-22 00:20:42",Benin,Parakou,application_mobile,0,2,56,DV01321,1,0
1407,CL01211,AG0172,paiement_facture,2500,208350,205850,"2024-01-17 08:21:12",Benin,Bohicon,agent,0,1,44,DV00964,1,0
3768,CL00849,AG0135,retrait,2000,329790,327790,"2024-01-27 23:02:23",Benin,Parakou,agent,0,2,30,DV01428,3,0
602,CL00299,,transfert,5900,200160,194260,"2024-02-26 06:55:06",Benin,Porto-Novo,API_partenaire,0,2,22,DV01035,2,0
3333,CL01473,AG0373,retrait,1700,147860,146160,"2024-01-20 14:56:23",Benin,Natitingou,agent,0,1,63,DV00344,3,0
2119,CL00134,AG0090,retrait,900,299970,299070,"2024-02-20 02:59:10",Benin,Porto-Novo,agent,0,2,61,DV01239,4,0
4320,CL01266,AG0255,depot,800,242610,243410,"2024-02-20 03:15:58",Benin,Cotonou,agent,0,1,50,DV01306,1,0
1913,CL00413,,paiement_facture,3400,273140,269740,"2024-02-26 12:05:37",Benin,Djougou,application_mobile,0,2,19,DV00092,4,0
7583,CL01044,,paiement_facture,1700,442320,440620,"2024-01-13 20:51:02",Benin,Cotonou,API_partenaire,0,2,23,DV01031,4,0
4814,CL00734,AG0009,retrait,4900,218950,214050,"2024-02-22 23:12:24",Benin,Cotonou,agent,1,2,55,DV00368,4,0
5040,CL00451,AG0383,depot,2700,130270,132970,"2024-03-17 06:00:26",Benin,Natitingou,agent,0,2,39,DV01176,2,0
928,CL00477,AG0270,retrait,2100,323310,321210,"2024-01-22 02:43:35",Benin,Parakou,agent,0,1,30,DV01375,4,0
5139,CL01393,AG0082,retrait,1700,45950,44250,"2024-02-23 15:52:35",Benin,Natitingou,agent,0,2,36,DV00038,7,0
3579,CL00513,AG0202,depot,3500,285770,289270,"2024-01-02 17:34:43",Benin,Natitingou,agent,0,1,46,DV01272,1,0
4443,CL00931,,depot,5400,310620,316020,"2024-01-08 11:50:17",Benin,Parakou,API_partenaire,0,1,42,DV01737,1,0
7473,CL01316,AG0133,retrait,2100,57100,55000,"2024-02-18 13:44:46",Benin,Abomey-Calavi,agent,0,3,55,DV00305,3,0
7129,CL00465,,depot,1100,171070,172170,"2024-02-20 08:06:51",Benin,Djougou,API_partenaire,0,2,56,DV01247,3,0
240,CL00610,,paiement_facture,2800,115740,112940,"2024-03-06 06:07:48",Benin,Cotonou,application_mobile,0,3,52,DV00290,1,0
2967,CL00303,,depot,1300,416040,414036.69,"2024-02-03 00:43:47",Benin,Djougou,agent,0,1,58,DV00658,1,0
3543,CL00966,AG0395,depot,3700,388910,392610,"2024-03-06 05:54:30",Benin,Djougou,agent,0,3,47,DV01987,1,0
6207,CL00772,AG0167,depot,1700,321450,323150,"2024-03-11 11:09:38",Benin,Abomey-Calavi,agent,0,2,45,DV00355,1,0
3211,CL01438,AG0162,depot,900,392890,393790,"2024-01-21 08:31:46",Benin,Djougou,agent,0,1,40,DV00823,2,0
102,CL01136,AG0169,depot,3600,403590,407190,"2024-03-16 04:24:34",Benin,Bohicon,agent,1,1,67,DV00267,1,0
319,CL00564,AG0130,retrait,1200,204840,203640,"2024-01-22 04:27:50",Benin,Natitingou,agent,0,3,60,DV00016,6,0
3188,CL00935,,transfert,1700,237630,235930,"2024-01-12 00:24:08",Benin,Natitingou,USSD,1,2,44,DV00825,4,0
534,CL00025,AG0162,depot,7900,368020,375920,"2024-02-21 11:34:48",Benin,Cotonou,agent,0,2,38,DV01730,2,0
738,CL00880,,paiement_facture,1800,346290,344490,"2024-01-05 11:38:33",Benin,Bohicon,USSD,0,2,68,DV00672,1,0
1143,CL00742,AG0131,depot,3700,363290,366990,"2024-02-28 14:31:45",Benin,Cotonou,agent,0,1,33,DV01651,2,0
4348,CL00113,,paiement_facture,2700,52210,49510,"2024-03-01 05:14:18",Benin,Djougou,USSD,0,1,34,DV00699,3,0
7288,CL00500,AG0139,retrait,4400,383540,379140,"2024-03-06 02:10:36",Benin,Bohicon,agent,0,1,18,DV01130,4,0
1329,CL00286,,transfert,1100,321510,320410,"2024-01-19 10:39:10",Benin,Parakou,application_mobile,0,2,47,DV00948,3,0
7098,CL00147,,transfert,800,296360,295560,"2024-03-18 23:01:50",Benin,Porto-Novo,USSD,0,3,43,DV00359,4,0
1929,CL00859,AG0013,paiement_facture,2400,215390,212990,"2024-01-11 09:29:36",Benin,Parakou,agent,0,2,56,DV01636,1,0
497,CL01405,AG0015,depot,1700,134070,135770,"2024-03-21 18:48:00",Benin,Parakou,agent,0,2,20,DV00972,3,0
7545,CL00369,,transfert,600,426910,426310,"2024-03-20 08:10:35",Benin,Djougou,application_mobile,0,3,65,DV01171,2,0
5051,CL00016,AG0227,depot,500,380800,381300,"2024-02-11 04:35:38",Benin,Parakou,agent,0,2,41,DV00614,20,0
4077,CL01415,AG0232,transfert,5100,240800,235700,"2024-02-01 20:37:23",Benin,Djougou,agent,0,1,64,DV00788,5,0
3917,CL00147,AG0338,depot,2200,153280,155480,"2024-02-19 14:24:11",Benin,Parakou,agent,0,3,43,DV01196,4,0
545,CL00736,AG0332,depot,900,482920,483820,"2024-01-09 19:16:09",Benin,Djougou,agent,0,2,61,DV01570,1,0
1243,CL00312,,depot,1300,412610,413910,"2024-03-29 08:59:35",Benin,Porto-Novo,application_mobile,0,3,41,DV00576,1,0
5539,CL01203,,transfert,3200,484940,481740,"2024-02-04 15:19:57",Benin,Djougou,USSD,0,1,47,DV00221,7,0
335,CL00862,,transfert,700,85910,85210,"2024-01-27 05:05:32",Benin,Natitingou,application_mobile,0,1,20,DV01473,2,0
1316,CL00755,,transfert,1300,408310,407010,"2024-02-15 23:42:11",Benin,Abomey-Calavi,USSD,0,3,32,DV00539,3,0
1920,CL01477,,depot,2200,403590,405790,"2024-03-15 18:12:32",Benin,Cotonou,application_mobile,0,3,67,DV00456,4,0
3862,CL00316,AG0397,retrait,3700,33330,29630,"2024-02-07 03:41:43",Benin,Bohicon,agent,0,2,25,DV01253,6,0
7410,CL00067,AG0170,depot,2100,265550,267650,"2024-02-04 11:34:28",Benin,Cotonou,agent,0,2,67,DV01774,1,0
4646,CL01223,AG0041,retrait,4800,361720,356920,"2024-01-27 19:52:30",Benin,Djougou,agent,0,2,64,DV00598,3,0
