id_transaction,id_client,id_agent,type_transaction,montant,solde_avant,solde_apres,timestamp_transaction,pays,ville,canal,est_annulee,niveau_kyc,age_client,id_appareil,nombre_transactions_24h,est_fraude
683,CL00174,AG0223,depot,5200.0,79870.0,85070.0,2024-01-06 23:13:53,Benin,Cotonou,agent,0,2,49,DV00119,3,0
2841,CL00496,AG0378,depot,14900.0,158090.0,172990.0,2024-01-28 14:57:51,Togo,Parakou,agent,1,1,65,DV01583,2,0
1003,CL01246,AG0136,depot,2500.0,262790.0,265290.0,2024-03-23 07:02:02,Benin,Abomey-Calavi,agent,1,2,44,DV00735,15,0
6756,CL00523,AG0395,retrait,1300.0,113720.0,112420.0,2024-01-22 18:10:53,Benin,Cotonou,agent,0,3,29,DV00715,3,0
5130,CL00820,AG0176,retrait,2800.0,469570.0,466770.0,2024-01-21 14:14:10,Benin,Djougou,agent,0,1,50,DV01193,1,0
4291,CL00043,,transfert,2100.0,167810.0,165710.0,2024-03-27 05:09:26,Togo,Porto-Novo,USSD,0,1,68,DV00091,2,0
2174,CL00990,,paiement_facture,800.0,121830.0,121030.0,2024-03-09 02:45:17,Benin,Porto-Novo,application_mobile,0,3,68,DV01743,2,0
484,CL00932,AG0365,depot,1200.0,387940.0,389140.0,2024-03-18 07:56:50,Benin,Natitingou,agent,0,2,20,DV00744,2,0
3814,CL00984,AG0316,depot,2700.0,428960.0,431660.0,2024-01-09 02:29:15,Benin,Cotonou,agent,0,1,31,DV00339,2,0
4415,CL00903,,transfert,4300.0,330780.0,326480.0,2024-02-13 05:51:30,Benin,Bohicon,USSD,0,1,46,DV00768,4,0
519,CL00262,,transfert,5700.0,227780.0,222080.0,2024-03-28 11:39:30,Benin,Cotonou,USSD,1,2,20,DV00225,5,0
6989,CL00239,AG0367,depot,2400.0,223600.0,226000.0,2024-01-31 05:50:51,Benin,Bohicon,agent,0,3,61,DV01321,1,0
1346,CL00893,AG0160,depot,4300.0,447700.0,452000.0,2024-01-17 04:16:23,Benin,Porto-Novo,agent,0,2,69,DV01604,1,0
697,CL00986,AG0194,retrait,800.0,266180.0,265380.0,2024-02-16 03:21:37,Togo,Djougou,agent,0,1,19,DV00944,5,0
1010,CL00642,AG0298,retrait,1400.0,471120.0,469720.0,2024-03-10 05:02:17,Benin,Porto-Novo,agent,0,1,29,DV00308,3,0
6318,CL01338,,retrait,2400.0,2690.0,290.0,2024-01-06 08:42:53,Burkina Faso,Parakou,USSD,0,1,43,DV01124,2,0
6596,CL00926,AG0027,transfert,4100.0,159110.0,155010.0,2024-01-09 01:36:48,Nigeria,Porto-Novo,agent,0,1,33,DV00645,5,0
2771,CL00573,AG0318,depot,1100.0,458650.0,459750.0,2024-02-24 08:06:06,Benin,Natitingou,agent,0,2,61,DV01825,1,0
1075,CL00529,AG0265,depot,1400.0,89750.0,91150.0,2024-03-04 22:01:30,Benin,Abomey-Calavi,agent,0,1,56,DV00774,1,0
1340,CL00557,AG0269,depot,3700.0,285680.0,289380.0,2024-02-03 05:35:26,Benin,Abomey-Calavi,agent,0,2,41,DV00421,1,0
2987,CL01469,,retrait,1200.0,414330.0,413130.0,2024-02-21 12:34:52,Benin,Cotonou,USSD,0,2,41,DV01942,4,0
7710,CL00855,,paiement_facture,2200.0,103710.0,101510.0,2024-03-02 16:55:26,Burkina Faso,Cotonou,application_mobile,0,3,51,DV01180,1,0
6748,CL00015,,transfert,2700.0,479180.0,476480.0,2024-03-30 07:45:02,Benin,Cotonou,USSD,0,2,57,DV01728,2,0
4422,CL00553,AG0070,depot,500.0,33450.0,32806.92,2024-03-16 22:26:38,Benin,Porto-Novo,agent,0,2,45,DV00600,1,0
3393,CL00815,,transfert,700.0,457710.0,457010.0,2024-03-26 22:32:05,Benin,Cotonou,USSD,0,1,42,DV00920,6,0
1484,CL00444,AG0345,depot,1200.0,343120.0,344320.0,2024-03-21 15:28:16,Benin,Porto-Novo,agent,0,2,51,DV00690,2,0
4862,CL00779,AG0087,retrait,700.0,349090.0,348390.0,2024-03-01 06:12:55,Burkina Faso,Porto-Novo,agent,0,2,54,DV01227,2,0
1935,CL00258,AG0158,depot,13900.0,201220.0,215120.0,2024-01-06 05:00:28,Benin,Abomey-Calavi,agent,0,3,26,DV01941,2,0
1035,CL00844,,transfert,1200.0,228060.0,226860.0,2024-01-27 00:18:28,Benin,Djougou,USSD,0,1,26,DV00536,3,0
5485,CL00988,AG0119,retrait,3600.0,271930.0,268330.0,2024-01-02 10:27:01,Burkina Faso,Natitingou,agent,0,2,43,DV01300,3,0
2479,CL00647,AG0274,depot,2100.0,487140.0,489240.0,2024-02-11 00:06:09,Benin,Porto-Novo,agent,0,1,48,DV01794,2,0
350,CL00455,AG0150,depot,3200.0,156030.0,159230.0,2024-02-23 04:12:41,Benin,Natitingou,agent,0,2,59,DV01684,1,0
4394,CL00717,,transfert,800.0,374270.0,373470.0,2024-02-25 14:10:52,Benin,Djougou,API_partenaire,0,2,20,DV00187,5,0
4353,CL00691,,paiement_facture,1400.0,455380.0,453980.0,2024-02-13 19:15:50,Benin,Djougou,application_mobile,0,2,46,DV01240,1,0
7558,CL00778,AG0016,retrait,800.0,217080.0,216280.0,2024-03-25 13:33:44,Benin,Cotonou,agent,0,2,45,DV01532,5,0
1062,CL00392,AG0006,retrait,2600.0,317270.0,314670.0,2024-01-20 00:19:52,Benin,Bohicon,agent,0,1,38,DV01866,4,0
880,CL00228,AG0385,depot,5900.0,372060.0,377960.0,2024-01-17 20:28:16,Benin,Cotonou,agent,0,1,66,DV00931,2,0
5603,CL00561,AG0207,depot,2000.0,257790.0,259790.0,2024-03-22 12:11:19,Benin,Djougou,agent,0,2,50,DV00021,1,0
2543,CL00344,AG0327,depot,3000.0,176480.0,179480.0,2024-01-30 07:35:54,Benin,Parakou,agent,1,1,20,DV01215,2,0
6424,CL00019,AG0245,depot,800.0,54260.0,55060.0,2024-02-03 19:15:30,Benin,Djougou,agent,0,2,19,DV00857,3,0
6745,CL00198,AG0097,transfert,2500.0,198250.0,195750.0,2024-01-04 08:10:59,Nigeria,Natitingou,agent,0,3,58,DV01558,4,0
1851,CL00983,AG0285,retrait,5500.0,215810.0,210310.0,2024-02-12 05:08:44,Benin,Natitingou,agent,0,1,40,DV00627,5,0
5403,CL01093,AG0235,retrait,1900.0,52870.0,50970.0,2024-03-04 09:28:03,Benin,Parakou,agent,0,2,50,DV01005,6,0
1678,CL00908,AG0282,transfert,800.0,940.0,140.0,2024-01-05 19:23:02,Burkina Faso,Natitingou,agent,0,1,34,DV01871,5,0
1836,CL00603,AG0246,retrait,2800.0,248180.0,245380.0,2024-03-29 17:43:45,Benin,Cotonou,agent,0,1,53,DV01799,2,0
7112,CL00077,AG0228,retrait,2200.0,359340.0,357140.0,2024-03-10 10:34:11,Togo,Natitingou,agent,0,1,61,DV01257,3,0
4953,CL01160,,retrait,2600.0,11770.0,9170.0,2024-01-27 00:16:58,Benin,Abomey-Calavi,agent,0,1,43,DV01491,3,0
4705,CL00615,,transfert,3400.0,126980.0,123580.0,2024-01-07 15:01:22,Nigeria,Natitingou,USSD,0,2,56,DV00405,4,0
5200,CL00403,,paiement_facture,1100.0,457570.0,456470.0,2024-02-22 16:54:57,Benin,Abomey-Calavi,application_mobile,0,1,63,DV01117,3,0
458,CL01220,,transfert,2200.0,301620.0,299420.0,2024-03-19 11:34:17,Benin,Cotonou,USSD,0,3,55,DV01802,5,0
4648,CL01037,,transfert,1600.0,272960.0,271360.0,2024-02-18 06:36:41,Benin,Natitingou,USSD,0,3,58,DV00641,5,0
6508,CL01214,,transfert,1200.0,236820.0,235620.0,2024-03-10 09:23:23,Benin,Natitingou,USSD,0,2,39,DV01030,25,0
3183,CL00968,,transfert,1900.0,331610.0,329710.0,2024-03-07 11:18:33,Benin,Natitingou,API_partenaire,0,1,65,DV01763,3,0
5338,CL01092,AG0340,retrait,1300.0,269470.0,268170.0,2024-01-08 15:22:35,Benin,Djougou,agent,0,1,37,DV01422,3,0
1946,CL00956,,transfert,3600.0,208670.0,205070.0,2024-02-05 09:42:57,Burkina Faso,Natitingou,USSD,0,2,66,DV00458,5,0
6125,CL00152,,depot,2200.0,469710.0,471910.0,2024-02-07 09:55:21,Benin,Natitingou,API_partenaire,0,1,32,DV01633,3,0
3264,CL00353,AG0113,depot,2100.0,33690.0,35790.0,2024-02-25 22:44:26,Togo,Djougou,agent,0,2,47,DV00327,5,0
6523,CL01041,AG0122,retrait,1700.0,144730.0,143030.0,2024-03-26 03:50:07,Burkina Faso,Porto-Novo,agent,0,1,43,DV00589,6,0
6522,CL01357,,transfert,2100.0,256940.0,254840.0,2024-02-20 12:23:20,Benin,Natitingou,application_mobile,0,2,47,DV01920,1,0
6703,CL00548,,depot,1900.0,48620.0,50520.0,2024-01-01 17:26:33,Benin,Parakou,API_partenaire,1,2,33,DV01559,1,0
2989,CL00093,,paiement_facture,800.0,491990.0,491190.0,2024-01-12 09:51:10,Benin,Porto-Novo,USSD,0,2,64,DV00084,1,0
7021,CL00034,,transfert,1600.0,12600.0,11000.0,2024-01-19 09:49:49,Benin,Abomey-Calavi,application_mobile,0,3,45,DV00349,4,0
1551,CL00083,AG0199,depot,1600.0,64290.0,65890.0,2024-03-03 15:54:25,Benin,Bohicon,agent,0,1,65,DV00137,1,0
2165,CL00047,,transfert,1200.0,498120.0,496920.0,2024-03-07 12:44:35,Benin,Cotonou,API_partenaire,0,2,56,DV00370,1,0
587,CL00907,,depot,800.0,229990.0,230790.0,2024-02-11 03:36:02,Benin,Abomey-Calavi,agent,0,1,27,DV00426,2,0
2406,CL00592,,transfert,900.0,214630.0,213730.0,2024-01-30 07:32:18,Benin,Abomey-Calavi,API_partenaire,0,2,68,DV01490,2,0
6801,CL00494,AG0214,retrait,3800.0,283930.0,280130.0,2024-02-19 18:35:31,Benin,Parakou,agent,0,1,51,DV01247,5,0
3429,CL01107,AG0345,depot,2200.0,319880.0,322080.0,2024-03-09 07:26:01,Benin,Parakou,agent,0,1,20,DV01355,4,0
2610,CL00265,AG0288,retrait,2200.0,51060.0,48860.0,2024-01-16 00:33:51,Benin,Natitingou,agent,0,1,36,DV01986,5,0
3657,CL00235,AG0224,depot,3700.0,95960.0,99660.0,2024-01-09 16:09:35,Benin,Parakou,agent,1,2,50,DV00730,3,0
3215,CL00924,,transfert,2200.0,345010.0,342810.0,2024-03-17 13:01:04,Benin,Parakou,USSD,0,1,48,DV01437,2,0
3535,CL01015,AG0206,retrait,1700.0,263020.0,261320.0,2024-01-01 04:42:45,Benin,Cotonou,agent,0,1,34,DV00527,6,0
3287,CL00582,AG0073,depot,5000.0,205480.0,210480.0,2024-03-26 20:12:29,Benin,Parakou,agent,0,2,52,DV00574,3,0
2081,CL00966,,transfert,4900.0,24210.0,19310.0,2024-03-07 19:17:55,Benin,Djougou,API_partenaire,0,3,47,DV01969,6,0
6956,CL00005,,paiement_facture,5300.0,406890.0,401590.0,2024-02-29 10:28:38,Benin,Porto-Novo,USSD,0,2,60,DV01940,2,0
6488,CL00202,,depot,8900.0,108420.0,117320.0,2024-02-22 07:17:06,Benin,Cotonou,API_partenaire,0,2,25,DV00124,1,0
648,CL01454,,transfert,1700.0,402480.0,400780.0,2024-01-25 15:03:48,Benin,Abomey-Calavi,USSD,0,2,20,DV01983,5,0
223,CL00026,AG0287,depot,2300.0,208830.0,211130.0,2024-03-28 21:17:11,Nigeria,Porto-Novo,agent,0,1,50,DV00285,1,0
6890,CL00060,,transfert,2000.0,112180.0,110180.0,2024-02-06 11:19:58,Benin,Parakou,USSD,1,3,61,DV00224,2,0
7679,CL00597,AG0257,retrait,3100.0,196890.0,193790.0,2024-03-05 21:18:49,Benin,Porto-Novo,agent,0,3,62,DV00320,4,0
24,CL00140,,transfert,5100.0,410720.0,405620.0,2024-01-12 15:21:21,Burkina Faso,Bohicon,USSD,0,2,52,DV00859,5,0
1906,CL01005,AG0224,depot,5100.0,495460.0,500560.0,2024-01-30 04:51:28,Benin,Abomey-Calavi,agent,0,2,54,DV01688,7,0
4079,CL01206,,paiement_facture,1800.0,344700.0,342900.0,2024-02-06 14:51:43,Benin,Bohicon,application_mobile,0,2,53,DV01404,2,0
1555,CL01407,,paiement_facture,2000.0,241620.0,239620.0,2024-02-09 19:37:44,Benin,Natitingou,API_partenaire,0,2,40,DV01380,3,0
5724,CL01423,,transfert,900.0,390580.0,389311.06,2024-01-08 14:22:50,Benin,Bohicon,API_partenaire,0,3,63,DV00787,2,1
5205,CL00345,,retrait,1200.0,319310.0,318110.0,2024-03-31 14:13:35,Burkina Faso,Porto-Novo,API_partenaire,0,1,34,DV00454,2,0
7701,CL00961,AG0275,depot,3100.0,65960.0,69060.0,2024-01-09 08:54:07,Benin,Cotonou,agent,0,2,26,DV00194,2,0
5841,CL00736,AG0045,paiement_facture,2000.0,453460.0,451460.0,2024-03-09 07:48:22,Benin,Natitingou,agent,0,2,61,DV01914,1,0
4946,CL00103,,depot,2100.0,364430.0,366530.0,2024-01-27 23:50:16,Benin,Cotonou,USSD,1,3,42,DV00907,1,0
1408,CL01451,AG0350,depot,14500.0,49380.0,63880.0,2024-02-19 11:39:03,Benin,Abomey-Calavi,agent,1,1,28,DV01628,1,0
66,CL00175,,paiement_facture,6800.0,339770.0,332970.0,2024-03-15 05:16:56,Benin,Bohicon,USSD,0,2,24,DV00923,3,0
6341,CL01370,AG0037,retrait,3200.0,45550.0,42350.0,2024-03-23 03:45:43,Nigeria,Cotonou,agent,0,1,36,DV01157,4,0
1045,CL00222,AG0395,retrait,3300.0,20910.0,17610.0,2024-01-23 12:52:06,Benin,Abomey-Calavi,agent,0,2,19,DV01659,6,0
6689,CL00725,AG0390,retrait,3400.0,56510.0,50391.84,2024-03-16 20:16:05,Nigeria,Abomey-Calavi,agent,0,1,58,DV01535,4,0
7925,CL01492,,depot,6900.0,379360.0,386260.0,2024-02-19 12:50:52,Benin,Porto-Novo,API_partenaire,0,2,43,DV01278,1,0
4744,CL00588,,paiement_facture,1300.0,159370.0,158070.0,2024-02-07 01:25:58,Togo,Bohicon,USSD,0,2,43,DV01023,5,0
2032,CL01364,AG0062,depot,900.0,51720.0,52620.0,2024-02-23 04:55:03,Burkina Faso,Porto-Novo,agent,0,2,66,DV00974,1,0
5825,CL00257,AG0037,depot,1300.0,58510.0,59810.0,2024-01-26 04:06:34,Benin,Porto-Novo,agent,0,1,50,DV01805,3,0
5245,CL00746,AG0329,depot,1000.0,448390.0,449390.0,2024-02-03 10:14:11,Togo,Abomey-Calavi,agent,0,3,53,DV01157,2,0
5037,CL00613,,transfert,2200.0,66710.0,64510.0,2024-03-25 01:03:02,Benin,Djougou,application_mobile,0,1,35,DV01542,3,0
555,CL01418,,depot,3100.0,476130.0,479230.0,2024-01-27 07:21:31,Benin,Abomey-Calavi,application_mobile,0,2,52,DV01222,3,0
7312,CL00176,,depot,1700.0,436720.0,438420.0,2024-02-28 09:32:26,Benin,Porto-Novo,application_mobile,0,2,68,DV01441,2,0
4395,CL01215,,retrait,1000.0,469370.0,468370.0,2024-02-05 17:37:12,Benin,Abomey-Calavi,API_partenaire,0,1,19,DV00197,3,0
5395,CL01453,,retrait,5100.0,278540.0,273440.0,2024-03-11 02:15:45,Benin,Natitingou,USSD,0,2,19,DV01212,5,0
3536,CL00324,,retrait,2100.0,237780.0,235680.0,2024-01-06 17:10:57,Benin,Cotonou,API_partenaire,0,2,52,DV01735,1,0
1700,CL01498,AG0057,depot,1200.0,187750.0,188950.0,2024-01-07 09:52:55,Benin,Parakou,agent,0,1,28,DV01379,1,0
6727,CL00513,AG0229,retrait,2200.0,278000.0,275800.0,2024-03-31 05:32:33,Benin,Porto-Novo,agent,0,1,46,DV00772,2,0
